Text	Label	Saliency	Words	Correct
..taiwan spy also operated in ..media beijing reuters beijing on monday ..chinese american arrested for .for taiwan of building an espionage ..the united states .said he could .on trial very .	0	Random	30	1
china says taiwan spy also operated in u .media beijing reuters beijing on monday accused .chinese american arrested for spying for taiwan of building an espionage network in the united states and said he could go on trial very soon 	0	Random	40	1
us fighter squadron to be deployed in south korea next month ( af ##p ) af ##p - a squadron of us air force f - 15 ##e fighters based in alaska will fly to south korea next month for temporary deployment aimed at enhancing us fire ##power on the korean peninsula , us authorities said .	0	N/A	All	N/A
.fighter ..........af ........fighters .................fire ..korean ....	0	All_Attention	5	0
.fighter ......korea ..af af ....air .f .fighters ............deployment ....fire ..korean ....	0	All_Attention	10	1
.fighter squadron ..deployed ..korea ..af af .squadron .us air .f .fighters ...will fly ..korea ....deployment ...us fire ..korean peninsula .authorities .	0	All_Attention	20	1
us fighter squadron ..deployed ..korea next .af af .squadron of us air force f .fighters based .alaska will fly ..korea ....deployment aimed ..us fire on .korean peninsula us authorities said 	0	All_Attention	30	1
us fighter squadron to .deployed in .korea next month af af a squadron of us air force f 15 fighters based .alaska will fly to .korea next .for .deployment aimed .enhancing us fire on the korean peninsula us authorities said 	0	All_Attention	40	1
.....................fighters ............deployment aimed .enhancing .fire .......	0	Last_Attention	5	1
.fighter ...deployed .........of ...f .fighters ............deployment aimed .enhancing .fire on ......	0	Last_Attention	10	1
.fighter squadron ..deployed .....af af a squadron of ...f .fighters based .alaska .fly .......deployment aimed .enhancing .fire on .korean peninsula ...	0	Last_Attention	20	1
.fighter squadron .be deployed in ..next .af af a squadron of ...f 15 fighters based .alaska .fly to ..next ..temporary deployment aimed .enhancing us fire on .korean peninsula us .said 	0	Last_Attention	30	1
us fighter squadron .be deployed in .korea next month af af a squadron of .air force f 15 fighters based .alaska will fly to ..next month .temporary deployment aimed at enhancing us fire on the korean peninsula us authorities said 	0	Last_Attention	40	1
........korea ..af af ...........alaska ....korea .................	0	Vanilla_Gradient	5	1
.fighter ......korea ..af af .squadron ..air ......alaska ....korea ....deployment .......korean ....	0	Vanilla_Gradient	10	1
us fighter squadron ..deployed .south korea ..af af a squadron ..air .f .fighters .in alaska ....korea ....deployment ....fire ..korean peninsula ...	0	Vanilla_Gradient	20	1
us fighter squadron ..deployed .south korea .month af af a squadron .us air force f .fighters based in alaska ...south korea ...temporary deployment aimed .enhancing us fire ..korean peninsula .authorities .	0	Vanilla_Gradient	30	1
us fighter squadron ..deployed in south korea next month af af a squadron of us air force f 15 fighters based in alaska will fly .south korea .month .temporary deployment aimed .enhancing us fire .the korean peninsula us authorities said 	0	Vanilla_Gradient	40	1
.......south .............fighters ......south ..............peninsula ..said 	0	InputXGrad	5	1
us ......south .....a .......fighters ......south korea ........us ....peninsula us .said 	0	InputXGrad	10	1
us fighter .....south ..month .af a squadron .us ....fighters based .alaska .fly .south korea ........us .on .korean peninsula us .said 	0	InputXGrad	20	1
us fighter .to be ..south ..month af af a squadron of us .force ..fighters based .alaska .fly to south korea ..for ..aimed ..us .on the korean peninsula us authorities said 	0	InputXGrad	30	1
us fighter squadron to be .in south korea next month af af a squadron of us .force f 15 fighters based .alaska will fly to south korea next month for ..aimed at .us .on the korean peninsula us authorities said 	0	InputXGrad	40	1
........korea ...af ...............south korea ............korean ....	0	Integrated_Gradient	5	1
.......south korea ..af af .....force ..fighters ......south korea ............korean ...said 	0	Integrated_Gradient	10	1
...to ..in south korea ..af af a ....force ..fighters .....to south korea ........us .on the korean peninsula us authorities said 	0	Integrated_Gradient	20	1
us ..to be deployed in south korea ..af af a .of us .force ..fighters .in ...to south korea next month for ...at .us .on the korean peninsula us authorities said 	0	Integrated_Gradient	30	1
us .squadron to be deployed in south korea next .af af a squadron of us .force .15 fighters based in .will fly to south korea next month for temporary deployment .at enhancing us .on the korean peninsula us authorities said 	0	Integrated_Gradient	40	1
.......south .............fighters ......south ..............peninsula ..said 	0	DeepLIFT	5	1
us ......south .....a ..us ....fighters ......south korea .............peninsula us .said 	0	DeepLIFT	10	1
us fighter .....south ..month .af a squadron .us ....fighters based .alaska .fly .south korea ........us .on .korean peninsula us .said 	0	DeepLIFT	20	1
us fighter .to be ..south ..month af af a squadron of us .force ..fighters based .alaska .fly to south korea ..for ..aimed ..us .on the korean peninsula us authorities said 	0	DeepLIFT	30	1
us fighter squadron to be .in south korea next month af af a squadron of us .force f 15 fighters based .alaska will fly to south korea next month for ..aimed at .us .on the korean peninsula us authorities said 	0	DeepLIFT	40	1
...........af ....us ......in ...................peninsula .authorities .	0	LIME	5	0
.....deployed in ....af af a ..us ......in .................the .peninsula .authorities .	0	LIME	10	1
...to be deployed in .korea ..af af a .of us air ...fighters .in .will ..south .....deployment ...us ..the .peninsula .authorities .	0	LIME	20	1
...to be deployed in .korea ..af af a .of us air force .15 fighters based in alaska will ..south ...for temporary deployment ...us fire on the .peninsula us authorities said 	0	LIME	30	1
..squadron to be deployed in .korea .month af af a squadron of us air force .15 fighters based in alaska will fly to south korea next month for temporary deployment aimed .enhancing us fire on the .peninsula us authorities said 	0	LIME	40	1
..............squadron ........in .will .............fire .the .....	0	Random	5	1
.......south korea ....a squadron ........in .will ..........at enhancing .fire .the .....	0	Random	10	1
....be ..south korea next month ..a squadron .....15 fighters .in .will fly ........aimed at enhancing .fire .the korean .us .said 	0	Random	20	1
.fighter .to be ..south korea next month af .a squadron .us ...15 fighters .in alaska will fly ...next month ..deployment aimed at enhancing .fire on the korean .us authorities said 	0	Random	30	1
us fighter .to be .in south korea next month af af a squadron .us air .f 15 fighters based in alaska will fly to south .next month for .deployment aimed at enhancing .fire on the korean peninsula us authorities said 	0	Random	40	1
rest ##ive maldives ease ##s cu ##rf ##ew after rounding up di ##ssi ##dents ( af ##p ) af ##p - a cu ##rf ##ew in the capital of the maldives was eased but parliament sessions were put off indefinitely and emergency rule continued following last week ' s riots , officials and residents said .	0	N/A	All	N/A
.maldives ......af af .......maldives ...parliament ..................	0	All_Attention	5	1
rest maldives ......af af ..in ....maldives ..but parliament .............riots ...said 	0	All_Attention	10	1
rest maldives ...rounding ..af af a .in .capital ..maldives ..but parliament sessions ....and emergency rule .following .week .riots ..residents said 	0	All_Attention	20	1
rest maldives ease .after rounding ..af af a .in the capital ..maldives was eased but parliament sessions were ..indefinitely and emergency rule continued following .week .riots officials and residents said 	0	All_Attention	30	1
rest maldives ease cu after rounding up di af af a cu in the capital of the maldives was eased but parliament sessions were put off indefinitely and emergency rule continued following last week s riots officials and residents said 	0	All_Attention	40	1
.maldives ......af af .......maldives ...parliament ..................	0	Last_Attention	5	1
rest maldives .cu ....af af .cu in ....maldives ...parliament sessions .................	0	Last_Attention	10	1
rest maldives .cu ..up di af af a cu in .capital of .maldives ..but parliament sessions ....and ....last .....residents said 	0	Last_Attention	20	1
rest maldives .cu after rounding up di af af a cu in .capital of the maldives ..but parliament sessions ....and .rule .following last week s riots officials and residents said 	0	Last_Attention	30	1
rest maldives ease cu after rounding up di af af a cu in the capital of the maldives was eased but parliament sessions were put off indefinitely and emergency rule continued following last week s riots officials and residents said 	0	Last_Attention	40	1
.maldives ...rounding ..af ..cu .....maldives ......................	0	Vanilla_Gradient	5	1
.maldives .cu .rounding up .af af .cu .....maldives ...parliament .............riots ....	0	Vanilla_Gradient	10	1
rest maldives ease cu after rounding up di af af a cu ..capital .the maldives .eased .parliament sessions ......rule .....riots ....	0	Vanilla_Gradient	20	1
rest maldives ease cu after rounding up di af af a cu in .capital .the maldives was eased but parliament sessions ...indefinitely and emergency rule ...week .riots officials .residents said 	0	Vanilla_Gradient	30	1
rest maldives ease cu after rounding up di af af a cu in the capital of the maldives was eased but parliament sessions were put off indefinitely and emergency rule continued following last week s riots officials and residents said 	0	Vanilla_Gradient	40	1
......up ....cu .......eased ...............riots .and ..	0	InputXGrad	5	1
......up ...a cu .......eased ......indefinitely ...continued .last ..riots .and residents .	0	InputXGrad	10	1
..ease ...up ...a cu ......was eased .parliament sessions were put off indefinitely and ..continued following last week .riots .and residents .	0	InputXGrad	20	1
rest .ease ...up ...a cu in the capital of ..was eased but parliament sessions were put off indefinitely and emergency rule continued following last week s riots officials and residents .	0	InputXGrad	30	1
rest maldives ease cu after rounding up di af af a cu in the capital of the maldives was eased but parliament sessions were put off indefinitely and emergency rule continued following last week s riots officials and residents said 	0	InputXGrad	40	1
........af af ...........parliament .......rule .....riots ....	0	Integrated_Gradient	5	1
........af af ....capital ...was ..parliament .were ....emergency rule continued ....riots ....	0	Integrated_Gradient	10	1
...cu ....af af a .in the capital .the .was ..parliament .were put off ..emergency rule continued following .week .riots ..residents .	0	Integrated_Gradient	20	1
...cu after rounding up .af af a cu in the capital .the maldives was eased but parliament .were put off ..emergency rule continued following .week .riots officials and residents said 	0	Integrated_Gradient	30	1
rest maldives ease cu after rounding up di af af a cu in the capital of the maldives was eased but parliament sessions were put off indefinitely and emergency rule continued following last week s riots officials and residents said 	0	Integrated_Gradient	40	1
......up ....cu .......eased .parliament .............riots ....	0	DeepLIFT	5	1
.maldives ....up .af ..cu in ..of ...eased .parliament .were ...........riots ....	0	DeepLIFT	10	1
.maldives ....up .af ..cu in the capital of .maldives was eased .parliament .were ......continued ..week s riots officials and residents .	0	DeepLIFT	20	1
.maldives ....up di af .a cu in the capital of .maldives was eased .parliament sessions were put ..and emergency rule continued following last week s riots officials and residents said 	0	DeepLIFT	30	1
rest maldives ease cu after rounding up di af af a cu in the capital of the maldives was eased but parliament sessions were put off indefinitely and emergency rule continued following last week s riots officials and residents said 	0	DeepLIFT	40	1
......up ..af ......the .................s ....said 	0	LIME	5	0
......up ..af a .....the ..eased ...were ..indefinitely and ......s ....said 	0	LIME	10	0
.maldives ..after .up ..af a ...capital .the maldives .eased but ..were put .indefinitely and ..continued ..week s riots ..residents said 	0	LIME	20	1
rest maldives ..after rounding up di .af a ...capital of the maldives .eased but parliament sessions were put .indefinitely and emergency rule continued following last week s riots ..residents said 	0	LIME	30	1
rest maldives ease cu after rounding up di af af a cu in the capital of the maldives was eased but parliament sessions were put off indefinitely and emergency rule continued following last week s riots officials and residents said 	0	LIME	40	1
rest ...after ..di ...........eased ...............riots ....	0	Random	5	1
rest .ease .after rounding .di .........maldives .eased .....off ....continued ....riots ....	0	Random	10	1
rest .ease cu after rounding .di af af a ..the .of .maldives .eased .parliament ...off .and .rule continued ....riots .and ..	0	Random	20	1
rest maldives ease cu after rounding .di af af a ..the capital of .maldives .eased .parliament .were .off indefinitely and emergency rule continued following .week .riots officials and residents said 	0	Random	30	1
rest maldives ease cu after rounding up di af af a cu in the capital of the maldives was eased but parliament sessions were put off indefinitely and emergency rule continued following last week s riots officials and residents said 	0	Random	40	1
india ' s tata expands regional footprint via nat ##ste ##el buy ##out ( af ##p ) af ##p - india ' s tata iron and steel company ltd . took a strategic step to expand its asian footprint with the announcement it will buy the asia - pacific steel operations of singapore ' s nat ##ste ##el ltd .	0	N/A	All	N/A
india .tata .......................asian ......buy ...steel ......	0	All_Attention	5	0
india .tata ......af af india .tata ............asian ......buy ...steel ..singapore ...	0	All_Attention	10	1
india .tata .....buy af af india .tata ..steel ..took ......asian footprint ...it .buy the .pacific steel operations of singapore ..ltd 	0	All_Attention	20	0
india .tata expands regional .via .buy af af india .tata iron .steel company .took ....expand its asian footprint ..announcement it will buy the asia pacific steel operations of singapore ..ltd 	0	All_Attention	30	0
india s tata expands regional footprint via nat buy af af india s tata iron and steel company ltd took ..step .expand its asian footprint with .announcement it will buy the asia pacific steel operations of singapore s nat ltd 	0	All_Attention	40	0
..tata .regional .....................asian ......buy ...steel ......	0	Last_Attention	5	0
..tata .regional .........iron ..........its asian footprint ...it .buy ...steel operations .....	0	Last_Attention	10	1
..tata .regional footprint ...af af ..tata iron and steel .......expand its asian footprint ...it .buy the .pacific steel operations of ....	0	Last_Attention	20	0
.s tata expands regional footprint via nat buy af af ..tata iron and steel company .took ....expand its asian footprint ...it .buy the asia pacific steel operations of singapore ..ltd 	0	Last_Attention	30	0
india s tata expands regional footprint via nat buy af af india s tata iron and steel company ltd took .strategic .to expand its asian footprint .the .it will buy the asia pacific steel operations of singapore s nat ltd 	0	Last_Attention	40	0
..tata ......af af india .........................steel ......	0	Vanilla_Gradient	5	0
india .tata ..footprint ...af af india .tata iron ............footprint .........steel ......	0	Vanilla_Gradient	10	0
india .tata expands .footprint via .buy af af india .tata iron .steel .ltd ..strategic .....footprint ........pacific steel operations .singapore ..ltd 	0	Vanilla_Gradient	20	1
india .tata expands regional footprint via nat buy af af india s tata iron .steel company ltd took .strategic ....asian footprint ..announcement ..buy .asia pacific steel operations .singapore .nat ltd 	0	Vanilla_Gradient	30	0
india s tata expands regional footprint via nat buy af af india s tata iron and steel company ltd took a strategic step .expand its asian footprint ..announcement it will buy the asia pacific steel operations of singapore .nat ltd 	0	Vanilla_Gradient	40	0
.........af .india .......took ................pacific .operations .....	0	InputXGrad	5	1
.........af af india .......took .strategic ....asian ...announcement .....pacific steel operations .....	0	InputXGrad	10	1
.s ..regional ....af af india s ......took .strategic step .expand .asian ..the announcement it will .the .pacific steel operations ...nat .	0	InputXGrad	20	1
india s ..regional ..nat .af af india s .iron .steel ..took a strategic step to expand .asian footprint with the announcement it will .the asia pacific steel operations ..s nat .	0	InputXGrad	30	0
india s tata expands regional footprint via nat .af af india s tata iron and steel ..took a strategic step to expand its asian footprint with the announcement it will buy the asia pacific steel operations of .s nat ltd 	0	InputXGrad	40	0
india .........af india ..............asian .............singapore ...	0	Integrated_Gradient	5	1
india ........af af india .......took a ..to ..asian ..the ..........singapore ...	0	Integrated_Gradient	10	1
india ........af af india s ..and ...took a .step to .its asian .with the .it will .the asia ....singapore s ..	0	Integrated_Gradient	20	1
india s ...footprint via nat .af af india s .iron and steel ..took a .step to .its asian footprint with the .it will .the asia .steel operations of singapore s ..	0	Integrated_Gradient	30	0
india s .expands regional footprint via nat .af af india s .iron and steel company ltd took a .step to expand its asian footprint with the announcement it will buy the asia pacific steel operations of singapore s nat ltd 	0	Integrated_Gradient	40	0
.........af .india .......took ................pacific .operations .....	0	DeepLIFT	5	1
.........af af india .......took .strategic ....asian ...announcement .....pacific steel operations .....	0	DeepLIFT	10	1
.s ..regional ....af af india s ......took .strategic step .expand .asian ..the announcement it will .the .pacific steel operations ...nat .	0	DeepLIFT	20	0
india s ..regional ..nat .af af india s ...steel ..took a strategic step to expand .asian footprint with the announcement it will .the asia pacific steel operations of .s nat .	0	DeepLIFT	30	1
india s tata expands regional footprint via nat .af af india s tata iron and steel ..took a strategic step to expand its asian footprint with the announcement it will buy the asia pacific steel operations of .s nat ltd 	0	DeepLIFT	40	0
.s ..............steel ....strategic ............the asia ........	0	LIME	5	1
.s .expands .........tata ..steel ....strategic ....asian ......buy the asia pacific .......	0	LIME	10	0
.s .expands ..via nat buy ....tata iron .steel ....strategic ...its asian .with the ...buy the asia pacific steel operations ...nat .	0	LIME	20	0
.s .expands regional .via nat buy ...s tata iron and steel company .took a strategic step .expand its asian footprint with the ...buy the asia pacific steel operations ...nat ltd 	0	LIME	30	0
india s tata expands regional footprint via nat buy .af india s tata iron and steel company ltd took a strategic step to expand its asian footprint with the .it .buy the asia pacific steel operations of singapore .nat ltd 	0	LIME	40	0
.........af ....iron ......strategic .................of ...ltd 	0	Random	5	0
..tata ......af ....iron ....took .strategic step to ...........asia ...of ...ltd 	0	Random	10	0
.s tata ...via ..af af india ..iron ....took a strategic step to .its .footprint ....will ..asia pacific .operations of ...ltd 	0	Random	20	0
india s tata .regional .via nat .af af india ..iron .steel .ltd took a strategic step to expand its asian footprint .the ..will .the asia pacific .operations of singapore ..ltd 	0	Random	30	1
india s tata .regional footprint via nat buy af af india s tata iron .steel .ltd took a strategic step to expand its asian footprint with the .it will buy the asia pacific steel operations of singapore s nat ltd 	0	Random	40	0
delegates urge cleric to pull out of na ##ja ##f baghdad , iraq - delegates at iraq ' s national conference called on radical shi ##ite cleric mu ##q ##tad ##a al - sad ##r to abandon his uprising against u . s . and iraqi troops and pull his fighters out of a holy shrine in na ##ja ##f . . .	0	N/A	All	N/A
..cleric ................shi cleric ................fighters ....shrine ..	0	All_Attention	5	1
..cleric .....baghdad iraq ..iraq ..conference ...shi cleric ...........iraqi ....fighters ....shrine ..	0	All_Attention	10	1
delegates .cleric .pull ...baghdad iraq delegates .iraq ..conference ...shi cleric .al ....uprising ...and iraqi troops and .his fighters ....shrine in .	0	All_Attention	20	1
delegates .cleric .pull .of .baghdad iraq delegates at iraq s .conference ...shi cleric .al sad to .his uprising against ..and iraqi troops and pull his fighters ..a holy shrine in .	0	All_Attention	30	1
delegates urge cleric to pull .of .baghdad iraq delegates at iraq s national conference called on radical shi cleric mu al sad to .his uprising against u .and iraqi troops and pull his fighters out .a holy shrine in na 	0	All_Attention	40	1
delegates .cleric ..........s .conference ...shi .........................	0	Last_Attention	5	1
delegates .cleric ...of ...delegates ..s .conference ...shi cleric ...............his fighters .......	0	Last_Attention	10	1
delegates .cleric ..out of .baghdad .delegates at iraq s national conference called ..shi cleric mu ....his .........his fighters ...holy shrine ..	0	Last_Attention	20	1
delegates urge cleric .pull out of .baghdad iraq delegates at iraq s national conference called .radical shi cleric mu al sad ..his uprising ...and ....his fighters ..a holy shrine in .	0	Last_Attention	30	1
delegates urge cleric to pull out of na baghdad iraq delegates at iraq s national conference called .radical shi cleric mu al sad ..his uprising against .s and iraqi troops .pull his fighters out of a holy shrine in na 	0	Last_Attention	40	1
........baghdad iraq delegates .iraq .............................shrine ..	0	Vanilla_Gradient	5	1
delegates .cleric .....baghdad iraq delegates .iraq .....radical ..........u ..iraqi .........shrine ..	0	Vanilla_Gradient	10	1
delegates urge cleric .....baghdad iraq delegates at iraq ..conference called .radical .cleric ......uprising .u s .iraqi troops ...fighters ....shrine in .	0	Vanilla_Gradient	20	1
delegates urge cleric .....baghdad iraq delegates at iraq s national conference called .radical shi cleric ..sad ...uprising .u s and iraqi troops and pull his fighters ...holy shrine in na 	0	Vanilla_Gradient	30	1
delegates urge cleric .pull .of na baghdad iraq delegates at iraq s national conference called on radical shi cleric .al sad to abandon his uprising against u s and iraqi troops and pull his fighters ..a holy shrine in na 	0	Vanilla_Gradient	40	1
delegates .........delegates ...national ...................and pull .........	0	InputXGrad	5	1
delegates .........delegates ..s national .called on ....al ...........and pull his ........	0	InputXGrad	10	1
delegates ...pull ..na ..delegates ..s national .called on radical ..mu al .to abandon ..against ..and ..and pull his .....shrine in .	0	InputXGrad	20	1
delegates urge .to pull ..na ..delegates .iraq s national conference called on radical shi .mu al .to abandon .uprising against ..and iraqi .and pull his fighters out of ..shrine in .	0	InputXGrad	30	1
delegates urge .to pull out of na ..delegates at iraq s national conference called on radical shi .mu al sad to abandon his uprising against .s and iraqi troops and pull his fighters out of a holy shrine in na 	0	InputXGrad	40	1
........baghdad iraq ..iraq .............his .....iraqi ............	0	Integrated_Gradient	5	1
........baghdad iraq ..iraq .national .....cleric .al sad ..his .....iraqi ...his ........	0	Integrated_Gradient	10	1
..cleric to ....baghdad iraq .at iraq .national conference .on radical .cleric .al sad to abandon his .against ...iraqi ...his ...a ....	0	Integrated_Gradient	20	1
..cleric to .out of .baghdad iraq delegates at iraq .national conference called on radical .cleric mu al sad to abandon his uprising against ...iraqi troops and .his .out .a ..in .	0	Integrated_Gradient	30	1
delegates .cleric to .out of na baghdad iraq delegates at iraq s national conference called on radical shi cleric mu al sad to abandon his uprising against .s and iraqi troops and pull his fighters out of a .shrine in .	0	Integrated_Gradient	40	1
..cleric ......iraq ..iraq .......cleric ............troops ...........	0	DeepLIFT	5	1
..cleric to .out ...iraq ..iraq ....on ..cleric ........u ...troops and ..........	0	DeepLIFT	10	1
..cleric to .out ...iraq .at iraq s ..called on ..cleric .al .to ....u ..iraqi troops and ...out .a .shrine .na 	0	DeepLIFT	20	1
.urge cleric to .out of ..iraq .at iraq s ..called on .shi cleric .al sad to .his ..u s and iraqi troops and .his .out of a .shrine in na 	0	DeepLIFT	30	1
.urge cleric to pull out of na .iraq .at iraq s national conference called on .shi cleric mu al sad to abandon his uprising against u s and iraqi troops and .his fighters out of a holy shrine in na 	0	DeepLIFT	40	1
..cleric ..............on .......abandon ......iraqi ..........in .	0	LIME	5	1
..cleric .......delegates ..s ...on ......to abandon ......iraqi .and .....a ..in .	0	LIME	10	1
delegates urge cleric ...of ..iraq delegates ..s national ..on radical .cleric mu ..to abandon his ....and iraqi .and .....a ..in .	0	LIME	20	1
delegates urge cleric ...of na .iraq delegates at iraq s national conference called on radical shi cleric mu ..to abandon his uprising ...and iraqi .and pull ..out .a holy .in .	0	LIME	30	1
delegates urge cleric .pull out of na .iraq delegates at iraq s national conference called on radical shi cleric mu al sad to abandon his uprising against u s and iraqi troops and pull ..out .a holy shrine in na 	0	LIME	40	1
..............national .called .......to ......and ..........shrine ..	0	Random	5	1
delegates .cleric ......iraq ....national .called .......to ......and .troops ....out ...shrine ..	0	Random	10	1
delegates .cleric ..out .na .iraq ....national .called ......sad to ...against .s and .troops .pull ..out of a holy shrine in .	0	Random	20	1
delegates urge cleric .pull out .na .iraq delegates .iraq s national .called on ...mu .sad to ..uprising against .s and .troops and pull ..out of a holy shrine in na 	0	Random	30	1
delegates urge cleric .pull out of na baghdad iraq delegates .iraq s national conference called on radical shi cleric mu al sad to ..uprising against u s and iraqi troops and pull .fighters out of a holy shrine in na 	0	Random	40	1
un launches 210 - million - dollar appeal for flood - hit bangladesh ( af ##p ) af ##p - the united nations launched an appeal here for 210 million dollars to help flood victims facing " grave " food shortages after two - thirds of bangladesh was submerged , destroying crops and killing more than 700 people .	0	N/A	All	N/A
.......flood ...af .............flood ...food .....bangladesh ..........	0	All_Attention	5	1
.launches ..dollar ..flood hit bangladesh af af .............flood ...food .....bangladesh ..........	0	All_Attention	10	1
un launches ..dollar appeal .flood hit bangladesh af af ..nations ..appeal here ...dollars .help flood victims ..food .....bangladesh .submerged ...killing ....	0	All_Attention	20	1
un launches 210 .dollar appeal for flood hit bangladesh af af the .nations launched .appeal here for ..dollars .help flood victims ..food .after ...bangladesh was submerged .crops and killing ...people 	0	All_Attention	30	1
un launches 210 million dollar appeal for flood hit bangladesh af af the united nations launched .appeal here for .million dollars to help flood victims facing grave food shortages after .thirds of bangladesh was submerged destroying crops and killing ...people 	0	All_Attention	40	1
.launches .....flood hit bangladesh ...................food ................	0	Last_Attention	5	1
.launches .....flood hit bangladesh af af ......here ......flood ...food .....bangladesh ..........	0	Last_Attention	10	1
un launches ..dollar appeal for flood hit bangladesh af af ..nations .an .here .....help flood ...food .....bangladesh was submerged ...killing ....	0	Last_Attention	20	1
un launches 210 million dollar appeal for flood hit bangladesh af af the .nations .an .here ..million dollars .help flood victims ..food shortages after ..of bangladesh was submerged ...killing ...people 	0	Last_Attention	30	1
un launches 210 million dollar appeal for flood hit bangladesh af af the united nations launched an appeal here for .million dollars to help flood victims facing grave food shortages after ..of bangladesh was submerged destroying crops .killing more ..people 	0	Last_Attention	40	1
.......flood .................flood ...food shortages ......submerged ........	0	Vanilla_Gradient	5	1
.......flood .bangladesh ...............flood victims .grave food shortages ....bangladesh .submerged .crops ......	0	Vanilla_Gradient	10	1
.launches ...appeal .flood hit bangladesh ....nations ..appeal ....dollars .help flood victims facing grave food shortages ..thirds .bangladesh .submerged destroying crops ......	0	Vanilla_Gradient	20	1
un launches 210 .dollar appeal .flood hit bangladesh af af .united nations launched .appeal ....dollars .help flood victims facing grave food shortages after .thirds .bangladesh was submerged destroying crops .killing ....	0	Vanilla_Gradient	30	0
un launches 210 million dollar appeal for flood hit bangladesh af af the united nations launched .appeal here .210 million dollars .help flood victims facing grave food shortages after two thirds .bangladesh was submerged destroying crops and killing ..700 people 	0	Vanilla_Gradient	40	1
........hit ...................grave .shortages ....bangladesh .....killing ....	0	InputXGrad	5	1
........hit bangladesh ..the .............victims facing grave .shortages ....bangladesh .....killing ..700 .	0	InputXGrad	10	1
un .....for .hit bangladesh ..the ...an appeal ..210 ..to ..victims facing grave .shortages after two thirds .bangladesh was ....killing ..700 .	0	InputXGrad	20	1
un .210 ...for .hit bangladesh ..the united .launched an appeal here for 210 million .to .flood victims facing grave .shortages after two thirds .bangladesh was .destroying ..killing .than 700 people 	0	InputXGrad	30	1
un launches 210 million dollar appeal for flood hit bangladesh af af the united .launched an appeal here for 210 million .to .flood victims facing grave .shortages after two thirds of bangladesh was .destroying .and killing more than 700 people 	0	InputXGrad	40	1
.........bangladesh af af ..nations ....................bangladesh ..........	0	Integrated_Gradient	5	1
.........bangladesh af af the united nations ..appeal .................bangladesh was ....killing ....	0	Integrated_Gradient	10	1
un ....appeal ..hit bangladesh af af the united nations .an appeal .for ...to ..victims .grave ...two ..bangladesh was .destroying ..killing ....	0	Integrated_Gradient	20	1
un ....appeal ..hit bangladesh af af the united nations launched an appeal here for .million .to ..victims .grave .shortages after two .of bangladesh was .destroying .and killing more .700 people 	0	Integrated_Gradient	30	1
un .210 million .appeal for .hit bangladesh af af the united nations launched an appeal here for 210 million dollars to help flood victims facing grave .shortages after two thirds of bangladesh was .destroying .and killing more than 700 people 	0	Integrated_Gradient	40	1
........hit .................victims .grave .shortages ....bangladesh ..........	0	DeepLIFT	5	1
........hit bangladesh ..the .............victims facing grave .shortages ....bangladesh .....killing ..700 .	0	DeepLIFT	10	1
un .....for .hit bangladesh ..the ....appeal .for 210 .....victims facing grave .shortages after two thirds .bangladesh ..destroying ..killing ..700 people 	0	DeepLIFT	20	1
un .....for flood hit bangladesh af .the united .launched an appeal here for 210 million .to ..victims facing grave .shortages after two thirds .bangladesh was .destroying ..killing .than 700 people 	0	DeepLIFT	30	1
un .210 million dollar appeal for flood hit bangladesh af af the united nations launched an appeal here for 210 million .to .flood victims facing grave .shortages after two thirds of bangladesh was .destroying .and killing more than 700 people 	0	DeepLIFT	40	1
.......flood ...............to .flood ......two ....submerged ........	0	LIME	5	1
.......flood hit ............million .to help flood ......two ....submerged .....than .people 	0	LIME	10	1
un ...dollar .for flood hit bangladesh ........here for .million .to help flood victims facing ....two ..bangladesh .submerged .crops ...than .people 	0	LIME	20	1
un .210 .dollar appeal for flood hit bangladesh af af the ..launched ..here for .million .to help flood victims facing ...after two thirds .bangladesh .submerged .crops ..more than 700 people 	0	LIME	30	1
un launches 210 million dollar appeal for flood hit bangladesh af af the united .launched an appeal here for 210 million .to help flood victims facing .food shortages after two thirds of bangladesh .submerged destroying crops ..more than 700 people 	0	LIME	40	1
.............united nations ......million ............of ...destroying .......	0	Random	5	1
..........af af .united nations ......million .to ....grave .....of ...destroying ......people 	0	Random	10	1
un ....appeal for .hit .af af .united nations .....210 million .to help ...grave .shortages after ..of .was .destroying .....700 people 	0	Random	20	1
un ...dollar appeal for flood hit bangladesh af af the united nations launched an .here for 210 million dollars to help ...grave .shortages after ..of .was .destroying crops ....700 people 	0	Random	30	1
un .210 .dollar appeal for flood hit bangladesh af af the united nations launched an .here for 210 million dollars to help flood victims facing grave .shortages after two thirds of .was submerged destroying crops .killing more than 700 people 	0	Random	40	1
hurricane survivors wait for water , gas punta go ##rda , fl ##a . - urban rescue teams , insurance adjust ##ers and national guard troops scattered across florida monday to help victims of hurricane charley and deliver water and other supplies to thousands of people left homeless . . .	0	N/A	All	N/A
hurricane survivors ....punta .....insurance .......florida ...................	0	All_Attention	5	1
hurricane survivors ....punta ..urban rescue .insurance .......florida .....hurricane ...water ........homeless 	0	All_Attention	10	1
hurricane survivors ..water .punta ..urban rescue teams insurance .and ..troops ..florida monday .help victims .hurricane .and .water ..supplies ...people .homeless 	0	All_Attention	20	1
hurricane survivors wait .water gas punta .fl urban rescue teams insurance .and .guard troops scattered .florida monday to help victims .hurricane .and deliver water and .supplies to ..people left homeless 	0	All_Attention	30	1
