Text	Label	Saliency	Words	Correct
...watched a .edited ...wasn ......................................character ................doesn t have .............way too ..philosophical ....really ..interested in ..............with .........cannot .to ..........any ..........tribe just seemed as ..were ..........for .....just ...would ..a ..that .least .would ...	0	Integrated_Gradient	30	1
...watched a .edited version ..wasn ......................written ..............lead character .a ......set .......doesn t have ..flair ..........way too talk .philosophical ....really ..interested in ..............with .........cannot .to ..........any ..........tribe just seemed as ..were a .........for .....just .that .would ..a ..that at least .would ...	0	Integrated_Gradient	40	0
...............................................................................found ..........................i ..........those ....to ...........light ..................................................	0	DeepLIFT	5	0
..........................heard .........................................have ....its .....found ..............interested ...........i ..........those ....to ...........light ..................separate ...............................	0	DeepLIFT	10	0
.......version ..wasn ...............heard ...............emmanuel ...........spirit ..........lau ..have ....its ...i .found ........that .....interested .....open .....i ..........those ....to ...........light ....half .finding ...........separate ...............................	0	DeepLIFT	20	0
...watched ...version ..wasn ...............heard ...............emmanuel ...........spirit .....the ....lau ..have ....its ...i .found ........that ....that interested .....open ..lau ..i .......pleasure ..those ....to ...........light ..the .half .finding ..tribe ........separate ...i didn ......i ...................	0	DeepLIFT	30	0
...watched ...version ..wasn .............i .heard ..............original emmanuel ...........spirit .....the exotic ...lau ..have ....its ...i .found ........that ....that interested .....open ..lau .nick i .just .....pleasure ..those .i ..to ...........light ..the .half .finding ..tribe .seemed .though ..a .separate ...i didn ......i ................keep ..	0	DeepLIFT	40	0
...........t ............................the .......................asia .................................................................................................by .................it ....	0	LIME	5	0
...........t .....expected ......................the .......................asia ....the ...........film .................................something .......................half ......................by .................it ....	0	LIME	10	0
........because ..t .....expected ......................the .......................asia ....the .flair ........this film .....topics ...really .......................something ........mental .....t ......the .half ...............one ......by that ................it ....	0	LIME	20	0
........because it .t .....expected .....that ...........the ....the .......................asia ....the .flair ........this film .....topics ..m really .......................something ........mental .....t .shed ....the .half .finding ..tribe ..........one ......by that ......it ....porn ...least it ....	0	LIME	30	0
..i .....because it .t .....expected .....that ......than ....the ....the .......................asia ....the .flair ...br ....this film ...with .topics ..m really ....i ..........m ....brings ..something ........mental .....t .shed ....the .half .finding ..tribe ...though ......one ......by that .i ....it ....porn ...least it .keep ..	0	LIME	40	0
..............graphic ................................................of .........................................................................the ................film .......................at ......	0	Random	5	0
..............graphic ............br ...................................of .......................................lau .........................don .really .....the ................film ............just ..........at ......	0	Random	10	0
..........wasn ...graphic ...based ........br ......by ......................being .....of ..........predecessor ...............m really ......the ....lau .........................don .really .....the ................film ............just ..........at ...keep my .	0	Random	20	0
..........wasn ...graphic ...based ........br ......by ...who ....1974 .............being .....of ....have .....predecessor ...............m really ...in .e the .open ..lau ........brings her ...............don .really .....the ........seemed .......film ............just hoping .........at ...keep my .	0	Random	30	0
.think .watched ......wasn ...graphic ...based ....that ...br ......by the ..who ....1974 .............being .....of ....have .....predecessor ...just found ....talk .....m really ...in .e the .open ..lau ........brings her ...............don .really .....the ........seemed .......film ..i didn ..for .....just hoping .........at ...keep my .	0	Random	40	0
this is one of the most awful movies i ' ve ever seen , probably only surpassed by the dreadful and utterly meaningless blue ##berry . how can harald z ##wart even have put his name on this crap . i ' m feeling every ounce of respect i had for him wan ##ing fast . < br / > < br / > so what is it about this film that makes it so poor ? is it the story ? yes . is it the actors ? yes . it it the whole " look and feel " of the movie ? yes . < br / > < br / > to start off with the story , my god ! it ' s about as cl ##iche - ridden and predictable as what you would expect from a drunk 14 - year old who is late writing his / her paper on " what i did this summer " . the feel - good vibe the makers try to achieve just completely drown as we suffer through yet another embarrassing turn to the story . < br / > < br / > the actors are amateurs , i know , and thus we cannot expect them to be of the same quality as professional actors . but for this to work , the characters have to be charming and / or funny ( prefer ##ably both ) , so that the viewers don ' t mind the cheek ##y acting , or perhaps it even adds to the characters . in this case , not even close baby ! you start off di ##sl ##iki ##ng the characters mildly , and by the end of the film ( i think it ' s about 90 minutes long , although it feels like 4 hours ) you have a strong desire to hurt somebody to get your mind of these annoying stupid guys ! it should be impossible to find this movie ' s attempt at humor successful unless you ' re actually yourself like these stupid hi ##ckey ##s . their before mentioned lack of talent and credibility as far as acting goes , only makes the foolish and overly simple scenes fall harder to the ground . even the family of the people involved will have a hard time finding this anything but very , very embarrassing ( i ' d rather have my sister make a fool of herself on american idol ) . < br / > < br / > finally , why cr ##am in a bunch of mis ##placed norwegian celebrities ? they look even more out of place than the actors , if this is possible . these celebrity cameo ##s just add to the cheap feeling of the film and is in itself a pretty see - through shot in the dark at trying to improve something broken even before inception . < br / > < br / > i cannot even begin to stress how much i ' d rather watch paint dry than ever watch this movie again . . .	0	N/A	All	N/A
......awful .....................................................poor ....................................................................makers .....drown ................amateurs ..........................................	0	All_Attention	5	1
......awful ..........................crap .....................film ....poor ......................................predictable .............................makers .....drown ......embarrassing .........amateurs .....cannot ....................................	0	All_Attention	10	1
......awful .......surpassed ........can ........this crap ..feeling ..................film ....poor ..............................god .......predictable ...........................vibe .makers .....drown .we suffer ...embarrassing .........amateurs .....cannot ...........but .....characters ..................	0	All_Attention	20	1
......awful movies ......surpassed ..dreadful ..meaningless ..can harald .......this crap ..feeling ..................film ....poor .............whole ................god .......predictable ...........................vibe .makers .....drown as we suffer ...embarrassing .......actors .amateurs .know ...cannot ...........but .....characters have ...........viewers .....	0	All_Attention	30	1
......awful movies i .....surpassed ..dreadful ..meaningless ..can harald .......this crap .m feeling ...respect ..............film .makes ..poor .............whole ..........start .....god .......predictable .......drunk .........paper ......the ..vibe .makers ...just .drown as we suffer ...embarrassing .......actors .amateurs .know ...cannot ...........but .....characters have ..charming ........viewers .....	0	All_Attention	40	1
.is ..............................this .....................this .....poor ...............................................................the ......................................................................	0	Last_Attention	5	1
this is ......i .......................this crap ....................this .....poor .....................................and .........................the ............we .........................................................	0	Last_Attention	10	1
this is one ...awful .i ..seen ......and .............this crap .m ..................this ...it .poor ...................................cl .and .........................the ............we ..yet .embarrassing ..the .................................................	0	Last_Attention	20	1
this is one .the most awful .i ..seen ....the .and utterly ............this crap i m ..................this ...it .poor ..............................god it ...cl .and .........................the ....makers ...just ...we ..yet another embarrassing ..the .................................................	0	Last_Attention	30	1
this is one of the most awful .i ..seen ....the dreadful and utterly ............this crap i m ..........fast .......this ..makes it .poor ..............................god it s ..cl .and predictable ........................the ....makers ...just completely ..we suffer .yet another embarrassing .to the ...the .............................................	0	Last_Attention	40	1
......awful ..........................crap ..........................poor ..........................................................................drown ......embarrassing ....................................................	0	Vanilla_Gradient	5	1
......awful .................harald ........crap ..........................poor ......................................predictable ...........................vibe .makers .....drown ......embarrassing ...............cannot ....................................	0	Vanilla_Gradient	10	1
......awful .......surpassed ..dreadful ..meaningless ...harald ........crap ...........wan ..............poor ......................................predictable ...........................vibe .makers ..achieve .completely drown ..suffer ...embarrassing turn ........amateurs .....cannot ...........but ........................	0	Vanilla_Gradient	20	1
......awful movies ......surpassed ..dreadful ..meaningless ...harald ........crap ..feeling ........wan fast .............poor ..............................god .......predictable .........................feel .vibe .makers ..achieve just completely drown .we suffer ...embarrassing turn ..story ...actors .amateurs .....cannot ...........but .........charming ..............	0	Vanilla_Gradient	30	0
......awful movies ......surpassed ..dreadful ..meaningless ..can harald ........crap ..feeling ........wan fast ........film ...so poor ........................start .....god .....ridden .predictable .................paper .......feel .vibe .makers ..achieve just completely drown as we suffer .yet .embarrassing turn ..story ...actors .amateurs .....cannot ..........actors but .........charming .............cheek 	0	Vanilla_Gradient	40	1
.....................blue .can ......name ....................................................................................................to .......................................for .......................	0	InputXGrad	5	0
.....................blue .can ......name ..crap ...................................................start .............................................to .....we ..yet ...........................professional ..for .......................	0	InputXGrad	10	0
......awful movies .............blue .can .z ....name ..crap ..............................................movie ....start .......................................feel .....to .....we ..yet .........actors ..............same ..professional actors .for ....characters have .................	0	InputXGrad	20	1
......awful movies ....probably ........blue .can .z ....name .this crap ......respect i ....fast ............so ....................movie ....start ..........................is ............feel .vibe ...to .....we ..yet ...to .....actors .........them ....same ..professional actors .for ....characters have .................	0	InputXGrad	30	1
this .....awful movies ....probably ........blue .can .z ....name .this crap ...every ounce .respect i ....fast ............so ....................movie ....start .with ..........and .............is ..his ..on what .....feel .vibe ...to .....we ..yet ..turn to .....actors .........them ....same ..professional actors .for ....characters have ..charming ..............	0	InputXGrad	40	1
.................................crap .........................so poor .................................................................................embarrassing .........amateurs ..........................................	0	Integrated_Gradient	5	1
.................................crap .........................so poor .......................to .............................................try .........yet .embarrassing .........amateurs ..................for this ......................	0	Integrated_Gradient	10	1
......awful movies .........................crap ........had ................so poor ........actors yes ..the ..........to .off ..............................paper ............try ..just ......yet another embarrassing .........amateurs ..................for this ......................	0	Integrated_Gradient	20	1
......awful movies .........................crap .....of ..had .......what ........so poor ........actors yes ..the whole .........to start off with .............................paper ............try ..just ......yet another embarrassing .........amateurs .......them ..........for this .....to ..and .....that ....mind ..	0	Integrated_Gradient	30	1
......awful movies ....probably ....................crap .....of ..had .......what ........so poor .it ....it .actors yes ..the whole .........to start off with ..........................writing ..paper on ...........try ..just ......yet another embarrassing .........amateurs ..and .we ..them ..of ......but for this .....to ..and .....that ....mind the .	0	Integrated_Gradient	40	1
.....................blue .can .........crap .....................................................................................................drown ............................................charming ..............	0	DeepLIFT	5	0
.....................blue .can ......name ..crap .........................so ...........................................................................drown .we ............actors .................professional ...........charming ..............	0	DeepLIFT	10	0
......awful ..............blue .can ......name ..crap ....ounce .......fast ............so poor ...................movie ....start .............predictable .........................feel .........drown .we ............actors ..............same ..professional ..for ........charming ..............	0	DeepLIFT	20	1
......awful .....probably ........blue .can .z ....name ..crap ....ounce .......fast ......about .....so poor ...................movie ....start ....my ........predictable ...........who .............feel .vibe .......drown .we .....turn to .....actors .amateurs ............same ..professional ..for ....characters ...charming ..............	0	DeepLIFT	30	1
this .....awful .....probably ........blue .can .z ....name ..crap ...every ounce ..i ....fast ......about .....so poor ........actors .....look ....movie ....start ....my ........predictable ...........who .............feel .vibe the ......drown .we .....turn to .....actors .amateurs ......expect .....same ..professional actors .for ....characters have ..charming ..funny ...........	0	DeepLIFT	40	0
...............................on ........................................................the ................................did ...............................................actors ...........and .............	0	LIME	5	0
...............................on .crap ......................................................the ...................14 ............did ..............................................professional actors ...to .......and ..prefer ..........	0	LIME	10	0
...of ...........................on .crap .............br ........that .....................of .........the ...it ...............14 year ...........did ..............................................professional actors ...to work the .....and or .prefer ........the .	0	LIME	20	0
...of .........only .................on .crap ...........wan .br ........that .....................of .........the ...it ...cl ...........14 year .......paper ...did ...feel ...makers .........through ............amateurs ......expect ....the ...professional actors ...to work the .....and or .prefer ........the .	0	LIME	30	0
...of .......seen .only ..........harald ......on .crap ...........wan .br ........that ......the ..............of ......start ..the ...it ...cl ......would ....14 year .......paper ...did .summer .feel ...makers ....completely ....through ............amateurs ..and ...expect ....the ...professional actors ...to work the ...be charming and or .prefer ........the .	0	LIME	40	0
......................how ..................i .......so ..........................................................14 ....................................................................................the .	0	Random	5	0
......................how ..................i .......so .......makes .........it .............yes ..........................14 ....................makers .to .............................................................the .	0	Random	10	0
......................how .............feeling ....i .......so .......makes ..poor ......it .............yes ....off .......about .............14 ....................makers .to .just ..............................the ....actors ........to ...or .......don ..the .	0	Random	20	1
......................how ...even .........feeling ....i .......so .......makes ..poor ......it .............yes ...start off .......about .............14 year ...................makers .to .just .drown .......turn ...........and ......be .the ....actors ........to ...or ......viewers don .mind the cheek 	0	Random	30	1
..................and ...how ...even ...name .....feeling ....i ....fast ..so .......makes ..poor ......it .actors ...........yes ...start off .......about .........expect ...14 year .....his ....i .......the makers .to .just .drown ...through ...turn ...........and .we ....be .the ....actors ........to ...or ......viewers don .mind the cheek 	0	Random	40	1
this movie is actually so poor in its desperate attempts at being " feel good " and casual it really made me embarrassed watching it . i can ' t imagine how the inner circle of norwegian ce ##le ##bs and press must have felt trying to pretend to like it at the star - packed premiere . its great media reviews is a sick ##ening example of how ridiculous ##ly small and in ##bre ##d the norwegian media scene is . had a foreign film of this quality reached the silver screen it would have gotten the rain of rotten tomatoes it truly deserves . < br / > < br / > the combination of literally amateur actors , home - made style visual effects , awkward dialogue , painfully idle attempts at working class humour and the overly cozy and meaningless plot , really makes this a movie of rock bottom quality . stay away .	0	N/A	All	N/A
.....poor ..............embarrassed .................felt ...........its ........................................deserves ........................................	0	All_Attention	5	1
.movie ...poor ..............embarrassed ...........norwegian ...must .felt ...........its ..reviews .....how ...............................deserves ........................................	0	All_Attention	10	1
.movie .actually .poor .........casual ....embarrassed .....imagine .....norwegian ...must .felt ....like ......its ..reviews ...example .how .......scene .......................deserves ...combination ............idle ...................bottom quality ..	0	All_Attention	20	1
.movie .actually .poor .........casual ....embarrassed .....imagine .....norwegian ..press must .felt ....like .....premiere its great .reviews ...example .how ridiculous ......scene .had .foreign ...................deserves ...combination .........awkward ..idle ......the ...meaningless ..makes .....bottom quality ..	0	All_Attention	30	1
.movie .actually .poor .its desperate ......casual ....embarrassed .....imagine how ..circle .norwegian ..press must .felt ..pretend .like .....premiere its great .reviews ...example .how ridiculous ....norwegian .scene .had .foreign ................tomatoes ..deserves ..the combination .........awkward ..idle ......the .cozy .meaningless .really makes .....bottom quality ..	0	All_Attention	40	1
.....poor .its ......................................................................................the ....................the .....really ..........	0	Last_Attention	5	1
this .is ..poor .its ......................................................................................the combination ...................the .....really makes this ........	0	Last_Attention	10	1
this .is actually so poor .its ..............it .......................................and ...............................the combination of ..........painfully ......and the .....really makes this a ...bottom quality ..	0	Last_Attention	20	1
this .is actually so poor .its ........it ....watching it ...........................its ........how ridiculous .and ...............................the combination of ........awkward .painfully idle .....and the overly ..meaningless .really makes this a ..rock bottom quality ..	0	Last_Attention	30	1
this movie is actually so poor in its ........it ....watching it ...........................its ...is a ...how ridiculous .and ..norwegian ............................the combination of literally .......awkward .painfully idle .....and the overly cozy and meaningless .really makes this a movie of rock bottom quality ..	0	Last_Attention	40	1
.....poor .................................................................................................................meaningless .......rock bottom quality ..	0	Vanilla_Gradient	5	1
.....poor ..............embarrassed ................................reviews .....................................................painfully idle .......overly ..meaningless .......rock bottom quality ..	0	Vanilla_Gradient	10	1
...actually .poor .........casual ....embarrassed ..............................great media reviews .....................................................painfully idle ....humour ..overly cozy .meaningless plot really .this ..of rock bottom quality ..	0	Vanilla_Gradient	20	0
...actually so poor ..desperate ......casual ....embarrassed ..............................great media reviews ..sick ......................................combination ...........painfully idle attempts ...humour ..overly cozy .meaningless plot really makes this a movie of rock bottom quality stay away 	0	Vanilla_Gradient	30	1
...actually so poor in .desperate attempts .....casual ....embarrassed .............................its great media reviews is .sick ..............foreign ................tomatoes ..deserves ...combination ..amateur ......awkward dialogue painfully idle attempts ...humour ..overly cozy .meaningless plot really makes this a movie of rock bottom quality stay away 	0	Vanilla_Gradient	40	1
....so ...............................................media ........................................................................movie ..bottom quality ..	0	InputXGrad	5	1
....so ...................can ..........................great media ...........................................of .amateur ..........................movie of .bottom quality ..	0	InputXGrad	10	0
....so poor ..........it .......can .imagine how .....ce ................its great media .......ridiculous ...................................of .amateur .....effects .........and ..cozy .......movie of .bottom quality ..	0	InputXGrad	20	0
.movie ..so poor ..........it ......i can .imagine how ...of .ce ................its great media ...sick ...ridiculous ...the ..............screen ....the ...........of .amateur .....effects ....attempts ....and ..cozy ...really makes ..movie of .bottom quality ..	0	InputXGrad	30	1
.movie ..so poor in its ........it ......i can t imagine how the ..of .ce ....felt ...........its great media ...sick ...ridiculous ...the ..............screen ....the ..........combination of .amateur ....visual effects ....attempts at ..humour and ..cozy and ..really makes ..movie of .bottom quality ..	0	InputXGrad	40	1
.....poor ...attempts ...............t .............................................foreign .....................................attempts ......................	0	Integrated_Gradient	5	0
.....poor ...attempts ..........embarrassed ....t imagine ............trying ...............................foreign .........................literally ...........attempts .........meaningless ............	0	Integrated_Gradient	10	1
...actually so poor .its .attempts ..........embarrassed ....t imagine ............trying .................example .............foreign .........................literally ......effects ....attempts at ...and .overly ..meaningless .........quality .away 	0	Integrated_Gradient	20	1
this ..actually so poor in its .attempts at .........embarrassed ...can t imagine ............trying ................sick example .............foreign .of .......would ....of .........of literally ......effects ....attempts at ..humour and .overly ..meaningless .........quality .away 	0	Integrated_Gradient	30	1
this .is actually so poor in its .attempts at .........embarrassed ...can t imagine ....of .ce and ....trying ................sick example of ....in .....had .foreign .of .......would ....of .........of literally amateur .....effects ....attempts at ..humour and .overly ..meaningless ....a ....quality stay away 	0	Integrated_Gradient	40	1
....so ...............................................media ........................................................................movie ..bottom quality ..	0	DeepLIFT	5	1
....so ...................can ..........................great media ...........................................of .amateur ..........................movie of .bottom quality ..	0	DeepLIFT	10	0
....so ...........it .......can .imagine how .....ce ................its great media ...........................................of .amateur .....effects ....attempts ....and ..cozy ....makes ..movie of .bottom quality ..	0	DeepLIFT	20	0
....so poor ..........it .......can .imagine how the ..of .ce ................its great media ...sick ...ridiculous ...the ..............screen ...............combination of .amateur ...style .effects ....attempts ....and ..cozy ...really makes ..movie of .bottom quality ..	0	DeepLIFT	30	1
....so poor in .........it ......i can .imagine how the inner .of .ce ....felt ...........its great media ...sick ...ridiculous ...the ..............screen ....the rain .........combination of .amateur ...style visual effects ....attempts ...humour and the .cozy and ..really makes ..movie of .bottom quality ..	0	DeepLIFT	40	1
..............and .it ........................................................of ........................amateur .................overly ...............	0	LIME	5	0
.movie ............and .it ......i .................................................of ................truly .br .....amateur .....effects ...........overly ...............	0	LIME	10	1
.movie ............and .it ......i ...............trying ............media .........and ..........of ............of ..it truly deserves br .....amateur actors ....effects ........humour and .overly cozy ..............	0	LIME	20	0
.movie ......desperate .....and .it ......i can .imagine how ...........trying ...........great media .is .......and ..........of ............of rotten .it truly deserves br .....amateur actors ....effects ........humour and .overly cozy .meaningless ..........stay away 	0	LIME	30	0
.movie ....in .desperate .at .feel good and .it ......i can .imagine how ...........trying .pretend .........great media .is .......and ...media ......of ...........rain of rotten .it truly deserves br .....amateur actors home ..visual effects .dialogue ......humour and .overly cozy .meaningless ..........stay away 	0	LIME	40	0
..............and ...................................its .......................this ..............................awkward ...attempts ......................	0	Random	5	1
..........at ...and ..........t ........................its ..........small ............this ..............................awkward ...attempts ..........plot really ..........	0	Random	10	1
..is ....its ..at ...and ..........t ......norwegian ....have ............its ..........small ............this ....screen ........tomatoes ..deserves .br .......made .visual .awkward ...attempts ..........plot really ..........	0	Random	20	0
..is ....its ..at .feel .and ..really ......can t ......norwegian .and ..have ............its ........how .small ......is .....this quality ..silver screen ........tomatoes ..deserves .br .......made .visual effects awkward ...attempts .........meaningless plot really ..........	0	Random	30	1
..is ....its desperate .at being feel .and ..really ......can t ..the inner ..norwegian .and ..have ............its .....sick ..how .small ......is had ..film .this quality ..silver screen ........tomatoes it .deserves .br .......made .visual effects awkward ...attempts .........meaningless plot really ...movie ....stay .	0	Random	40	1
an odd , will ##fully sk ##ew ##ed bio ##pic of d ##yan thomas in which we hear little more than a dozen lines of his poetry . instead we have to endure a raw character expose ##e seen through the prism of his proto - big ##amo ##us relationship with wife ( sienna miller ) and childhood love ( kei ##ra knight ##ley ) . matthew rhys plays thomas with sufficient charm to in ##oc ##ulate us against his otherwise rep ##elle ##nt self - interest and ci ##lli ##an murphy makes up the persistent ##ly tense love ##tet . < br / > < br / > the film never seems to decide on where it ' s going . there ' s no arc so much as a viaduct from one end of the war to the other . may ##bury seems much more interested in his two female leads ( who wouldn ' t ! ? ) than in the man who brings them together and then divides them . miller is the choice of the two ( i found knight ##ley competent at best but then i have never found her sympathetic ) but they both offer dreadful ##ly inconsistent welsh accents . other funny decisions include too much for the inc ##ons ##e ##quent ##ial character of william ( murphy ) , art ##y production ( e ##g double cross ##fa ##des ) that is neither impression ##ist nor symbolic and the old chestnut act of period footage which doesn ' t blend . 4 / 10	0	N/A	All	N/A
.odd ..............................the .................plays .........................film ...............................................................................................production .................	0	All_Attention	5	0
.odd ..............................the .................plays .........................film never ...........arc ....viaduct .....war ......................................................inconsistent ................production .................	0	All_Attention	10	1
.odd ..................poetry ....endure ......the .................plays .........................film never ..........no arc ....viaduct .....war ............leads .......................found .competent .............offer .inconsistent welsh accents ..............production ................footage 	0	All_Attention	20	0
an odd ..........little .......poetry ....endure ..character ...the .....relationship ...........plays .............and ...........film never ..........no arc ....viaduct .....war ....seems .......leads .......................found .competent .best ...........offer dreadful inconsistent welsh accents .funny .......character ....production ................footage 	0	All_Attention	30	0
an odd .........hear little .......poetry ....endure .raw character ...the .....relationship ..sienna ........plays .............and ..makes ........film never ..........no arc ....viaduct .....war ....seems .......leads .............divides ..is .choice ....found .competent .best ...........offer dreadful inconsistent welsh accents .funny decisions include .....character ....production .....neither ..........footage 	0	All_Attention	40	0
an ...............................the ............................................never ............................................................................dreadful ...other ...............................	0	Last_Attention	5	1
an odd ..............................the .....................................persistent ......never ..........no .................................................................dreadful inconsistent ..other funny ..............................	0	Last_Attention	10	1
an odd ........................a raw ....the ...............................and .....persistent ......never ..........no ................seems ........................is ......found .............they .offer dreadful inconsistent ..other funny .include .....................the ......	0	Last_Attention	20	0
an odd will .......................a raw ....the .................plays .............and .....persistent ....the film never .........s no ................seems ........who ...............is ......found ...best .........they both offer dreadful inconsistent ..other funny decisions include .....................the ...of ..	0	Last_Attention	30	1
an odd will .........little ............endure a raw ....the .................plays .............and .....persistent ....the film never seems ........s no ................seems ........who ...............is ...the ..found ...best .........they both offer dreadful inconsistent welsh accents other funny decisions include ...the .....art ....that .....and the ...of ..	0	Last_Attention	40	0
.odd will sk .....................endure .raw ..................................................................................................................................................................	0	Vanilla_Gradient	5	0
.odd will sk bio ....................endure .raw .expose ...........................................................arc ................................................................dreadful inconsistent ..................................	0	Vanilla_Gradient	10	1
an odd will sk bio ...............poetry instead ...endure .raw character expose ...prism .....................................tense .................arc ....viaduct ............................................competent ..............dreadful inconsistent .accents ..decisions .............................	0	Vanilla_Gradient	20	0
an odd will sk bio .......little .......poetry instead ...endure .raw character expose seen ..prism ....................................persistent tense .....never seems .decide .......no arc ....viaduct ............................................competent .best ............dreadful inconsistent welsh accents .funny decisions .............................	0	Vanilla_Gradient	30	0
an odd will sk bio ..thomas ...hear little ...dozen ...poetry instead we ..endure a raw character expose seen ..prism ....relationship .wife ............sufficient charm ...............persistent tense .....never seems .decide .......no arc ....viaduct ............................................competent .best ...........offer dreadful inconsistent welsh accents .funny decisions .............................	0	Vanilla_Gradient	40	0
..will .bio ......................raw ..............................................................so .....................................................................decisions .............................	0	InputXGrad	5	0
..will .bio ...........dozen ...poetry ..have .endure .raw ..............................................................so .....................female ...............................................decisions .............................	0	InputXGrad	10	0
.odd will .bio ......hear ....dozen ...poetry ..have to endure .raw ..........................................persistent ........to ..........so ..a ..............interested ...female ..wouldn ......................knight ............they ........decisions .............................	0	InputXGrad	20	0
.odd will .bio ......hear ..than .dozen ..his poetry ..have to endure .raw ......of .proto ................sufficient ........self interest ......persistent ........to ..........so ..a ..............interested ...female ..wouldn ......................knight ............they ........decisions .....inc .....production .............act ...	0	InputXGrad	30	0
.odd will .bio ......hear ..than .dozen .of his poetry .we have to endure .raw ......of .proto ................sufficient ........self interest ......persistent ....the ...to .........arc so ..a ....of .........interested ...female ..wouldn ........together ...them .........knight ............they ...inconsistent ....decisions .....inc .....production ..cross .....symbolic ....act ...	0	InputXGrad	40	0
.........................endure .raw .expose ............................................................................................................................dreadful inconsistent ..................................	0	Integrated_Gradient	5	1
..will .bio ....................endure .raw .expose ...........................................................................................................................offer dreadful inconsistent ....decisions ............................footage 	0	Integrated_Gradient	10	1
..will .bio .....we ..............endure .raw .expose .......................sufficient ........................seems ..on ........so much ................interested ......wouldn .......................competent .............offer dreadful inconsistent ....decisions ...................nor ........footage 	0	Integrated_Gradient	20	1
..will .bio .....we hear ....dozen .....we have .endure .raw .expose seen .....proto ................sufficient ...............the ........seems to .on ........so much ................interested ...female ..wouldn .......................competent ............both offer dreadful inconsistent ....decisions ...................nor ........footage 	0	Integrated_Gradient	30	0
..will .bio .d ..which we hear ....dozen .....we have .endure a raw .expose seen .....proto ................sufficient ...us ...........the ........seems to .on ........so much as a ..............interested ...female ..wouldn .......................competent .best .then .......they both offer dreadful inconsistent ....decisions .too .................nor ........footage 	0	Integrated_Gradient	40	1
..will .bio ......................raw ..............................................................so .....................................................................decisions .............................	0	DeepLIFT	5	0
..will .bio ...........dozen ...poetry ..have .endure .raw ..............................................................so .....................female ...............................................decisions .............................	0	DeepLIFT	10	0
.odd will .bio ......hear ....dozen ...poetry ..have .endure .raw ..........................................persistent ........to ..........so ..a ..............interested ...female ..wouldn ......................knight ............they ........decisions ...........production .................	0	DeepLIFT	20	0
.odd will .bio ......hear ..than .dozen ...poetry ..have to endure .raw ......of .proto ................sufficient ........self interest ......persistent ....the ...to ..........so ..a ..............interested ...female ..wouldn ......................knight ............they ........decisions .....inc .....production .............act ...	0	DeepLIFT	30	0
.odd will .bio ......hear ..than .dozen .of his poetry .we have to endure .raw ......of .proto ................sufficient .to ......self interest ......persistent ....the ...to .........arc so ..a ....of .........interested ...female ..wouldn ........together ...them .........knight ............they ...inconsistent ....decisions .....inc .....production ..cross ..........act ...	0	DeepLIFT	40	1
......d ...............................relationship ............thomas ..............murphy ........................much ..................................................................................................	0	LIME	5	0
......d ...............................relationship ............thomas ..............murphy ...persistent ....................much as ............seems .more ....................................................................that .............	0	LIME	10	0
......d ..........lines ....................relationship ............thomas .....us ........murphy makes ..persistent .........decide ..........much as .....of ......seems .more ....female ....than ..................i ............sympathetic ......welsh ...................that .............	0	LIME	20	0
......d ..........lines .....have ..............relationship .......kei ..rhys .thomas ...to .us ........murphy makes ..persistent ........to decide ........arc .much as .....of .war ....seems .more ....female ....than ...............of ..i ..........found .sympathetic ......welsh .............murphy .....that .............	0	LIME	30	0
......d thomas .........lines ...instead .have ..a ...........relationship .......kei ..rhys .thomas ...to .us ....self ...murphy makes ..persistent ........to decide .......no arc .much as .....of .war ....seems .more interested ..two female ....than in .....together ........of ..i found .........found .sympathetic ......welsh .............murphy .....that .............	0	LIME	40	0
.........................endure ........................plays ..............ci murphy .....................................................................................................................old .....	0	Random	5	0
.........................endure ........................plays ..............ci murphy ...persistent ..................................seems .........wouldn .................................sympathetic .........funny ........................old .....	0	Random	10	0
......................we ..endure .............with ..........plays ..........rep ...ci murphy ...persistent .....film ....on ...........a ......war ....seems ..interested .his ....wouldn .................................sympathetic .........funny ................that .......old .....	0	Random	20	0
...........hear ...a ......we ..endure .............with ........matthew .plays ..........rep self ..ci murphy ...persistent .....film ....on .it .........a ....of .war ....seems ..interested .his ....wouldn ......brings ..........................sympathetic but ........funny ..........murphy .....that .......old chestnut ....	0	Random	30	0
...........hear ...a ......we .to endure a ............with ....childhood ...matthew .plays ..sufficient ......otherwise rep self ..ci murphy ...persistent .....film ....on where it .........a ....of .war ....seems ..interested .his ....wouldn ......brings ................competent .........sympathetic but ....inconsistent ...funny ..........murphy ....cross that ......the old chestnut ....	0	Random	40	0
